pl_name,radius,mass,orbital_period,eccentricity,star_name,star_mass,star_radius,star_teff,star_distance,ra,dec,discovered,detection_type,eq_temperature,star_spectype,star_metallicity,star_gaia_magnitude
2mass j01033563-5515561 ab b,,4131.79,,,2MASS J01033563-5515561 A,0.19,,,,15.8992489,-55.2658291,2013.0,Imaging,,M5.5/M6,,
2mass j01225093-2439505 b,,7786.5,,,2MASS J01225093-2439505,0.4,,3530.0,33.8281,20.7128012,-24.6646128,2013.0,Imaging,,M3.5 V,,12.9025
2mass j02192210-3925225 b,16.14096,4417.837,,,2MASS J02192210-3925225,0.108,0.281,3064.0,,34.8427046,-39.4230767,2015.0,Imaging,,M6,,15.0123
2mass j0249-0557 c,17.37392009,3616.88727166,,,2MASS J0249-0557 A,0.046,,,66.0613,42.4851627,-5.9599921,2018.0,Imaging,1723.0,M6 V,,15.6894
2mass j03590986+2009361 b,,5720.911326,,,2MASS J03590986+2009361,,,,117.435,59.7911026,20.1599759,2024.0,Imaging,2369.0,,,16.9967
2mass j04414489+2301513 b,,2383.6,,,2MASS J04414489+2301513,0.019,,,,70.4371079,23.0308544,2010.0,Imaging,,M8.5,,18.9668
2mass j11011926-7732383 b,,8899.195396,,,2MASS J11011926-7732383,,,,,165.3295388,-77.5440912,2024.0,Imaging,2677.0,,,18.3299
2mass j11550485-7919108 b,,6356.56814,,,2MASS J11550485-7919108,,,,100.862,178.7691634,-79.3197558,2024.0,Imaging,2506.0,,,14.818
2mass j12073346-3932539 b,15.69257298,1652.7077164,,,2MASS J12073346-3932539,,,,64.308,181.8890906,-39.5484399,2004.0,Imaging,1163.0,M8,,17.4076
2mass j19383260+4603591 b,,603.877,416.0,,2MASS J19383260+4603591,0.48,,,396.332,294.6359173,46.0664076,2015.0,Eclipse Timing Variations,,,,12.1376
2mass j21252752-8138278 b,,3813.940884,,,2MASS J21252752-8138278,,,,34.1154,321.3662989,-81.6414894,2024.0,Imaging,1616.0,,,10.8133
2mass j22362452+4751425 b,,3972.875,,,2MASS J22362452+4751425,0.6,,4045.0,69.5737,339.1025931,47.861683,2016.0,Imaging,,K7 V,,11.9484
2mass j22501512+2325342 b,,9534.85221,,,2MASS J22501512+2325342,,,,57.2309,342.5634097,23.4259058,2018.0,Imaging,1600.0,M3,,13.5759
4 uma b,,2256.5,269.3,0.432,4 UMa,1.234,18.11,4415.0,73.4603,130.0528099,64.3280504,2006.0,Radial Velocity,,K1 III,-0.25,4.23773
47 uma b,,778.6835,1076.6,0.012,47 UMa,1.063,,5882.0,13.7967,164.8647611,40.4304931,1996.0,Radial Velocity,,G0 V,0.04,4.87837
47 uma c,,157.96071828,2287.0,0.179,47 UMa,1.005192,1.136537,5829.16,13.7967,164.8647611,40.4304931,2001.0,Radial Velocity,,,0.0256,4.87837
47 uma d,,521.22,14002.0,0.16,47 UMa,1.06,1.21334,5872.0,13.7967,164.8647611,40.4304931,2009.0,Radial Velocity,,,0.04,4.87837
51 eri b,,,11688.0,0.45,51 Eri,1.65,1.48726,7295.0,29.7575,69.4007424,-2.4738245,2015.0,Imaging,,,,5.15806
51 peg b,,146.2018,4.231,0.0,51 Peg,1.04,,,15.4614,344.3675399,20.7690958,1995.0,Radial Velocity,,,,5.28647
55 cnc b b,,3.5,6.7994,0.0,55 Cnc B,0.26,0.274,3286.0,12.4773,133.167908,28.3152863,2025.0,Radial Velocity,,M4.5 V,0.16,11.6798
55 cnc b c,,5.3,33.747,0.0,55 Cnc B,0.26,0.274,3286.0,12.4773,133.167908,28.3152863,2025.0,Radial Velocity,,M4.5 V,0.16,11.6798
55 cnc b,,249.17872,14.67,0.0197,55 Cnc,0.95,,,12.5855,133.1468373,28.3298154,1996.0,Radial Velocity,,,,5.72973
55 cnc c,,54.3486576,44.3827,0.048,55 Cnc,0.974708,0.964411,5317.89,12.5855,133.1468373,28.3298154,2004.0,Radial Velocity,,,0.3833,5.72973
55 cnc d,,1226.77,4867.0,0.0269,55 Cnc,0.9,0.963515,5250.0,12.5855,133.1468373,28.3298154,2002.0,Radial Velocity,,,0.35,5.72973
55 cnc e,,7.95,0.736547,0.032,55 Cnc,,,5292.0,12.5855,133.1468373,28.3298154,2004.0,Radial Velocity,,,,5.72973
55 cnc f,,47.8,259.88,0.08,55 Cnc,0.905,0.943,5172.0,12.5855,133.1468373,28.3298154,2007.0,Radial Velocity,,,0.35,5.72973
6 lyn b,,597.83523357,919.86,0.042,6 Lyn,1.32,4.94,4941.0,54.6599,97.6960311,58.1611753,2008.0,Radial Velocity,,K0 IV,-0.17,5.60686
61 vir b,,5.8,4.215011,0.036,61 Vir,,,5552.0,8.50332,199.596455,-18.3157745,2009.0,Radial Velocity,,,,4.54052
61 vir c,,16.11390023,38.0957,0.068,61 Vir,0.914072,1.03251,5585.57,8.50332,199.596455,-18.3157745,2009.0,Radial Velocity,,,0.0275,4.54052
61 vir d,,10.92,123.15,0.105,61 Vir,,,5552.0,8.50332,199.596455,-18.3157745,2009.0,Radial Velocity,,,,4.54052
7 cma b,,781.8618,796.0,0.22,7 CMa,,4.90843,4794.52,19.8101,99.171276,-19.2561808,2011.0,Radial Velocity,,,0.0882,3.67853
7 cma c,,289.9,,,7 CMa,1.439,5.198,,19.8101,99.171276,-19.2561808,2019.0,Radial Velocity,,,,3.67853
70 vir b,,2297.89938261,116.69335,0.3989,70 Vir,1.06055,1.921943,5481.86,17.9011,202.1064898,13.7763085,1996.0,Radial Velocity,,,-0.0402,4.76178
75 cet b,,953.49,691.9,0.117,75 Cet,2.49,10.5,4846.0,82.9613,38.0391598,-1.0350269,2012.0,Radial Velocity,,G3 III,0.0,5.09343
75 cet c,,289.85950718,2051.62,0.023,75 Cet,1.92,10.38,4809.0,82.9613,38.0391598,-1.0350269,2023.0,Radial Velocity,,G3 III,0.1,5.09343
8 umi b,,524.41687155,93.31,0.062,8 UMi,1.51,10.73,4847.0,162.552,224.201685,74.9009379,2015.0,Radial Velocity,,,-0.03,6.55896
81 cet b,,1274.4,,,81 Cet,1.6,,,101.26,39.4243555,-3.3963607,2008.0,Radial Velocity,,,,5.37588
91 aqr b,,1017.0,181.4,0.027,91 Aqr,1.4,11.0,4665.0,44.0304,348.9745031,-9.0878076,2013.0,Radial Velocity,,K0 III,-0.03,3.95311
ab aur b,,2860.455663,,0.4,AB Aur,2.4,,9770.0,162.127,73.9410446,30.5510888,2022.0,Imaging,,,,7.07854
ab pic b,,4290.5,,,AB Pic,,,,50.0475,94.8039208,-58.0541184,2005.0,Imaging,,K2 V,,8.8378
af lep b,,1017.0509024,8030.0,0.24,AF Lep,1.2,1.25,6130.0,26.8564,81.7699216,-11.9011752,2023.0,Imaging,,F8 V,0.19,6.18644
